frequency,date,region,usd_flow,tonnes_demand
Monthly,2011-03-31,Europe,644984809.5399999619,15.29343373
Monthly,2011-03-31,Asia,131160123.8700000048,2.86215086
Monthly,2011-03-31,Other,-55884080.8200000003,-1.02961539
Monthly,2011-04-30,North America,1683915149.0999999046,36.58239023
Monthly,2011-04-30,Europe,593740981.3000000715,23.44761164
Monthly,2011-04-30,Asia,72911780.7199999988,1.46268625
Monthly,2011-04-30,Other,57469100,1.07398947
Monthly,2011-05-31,North America,-739720660.8000000715,-17.04463433
Monthly,2011-05-31,Europe,-39814234.3999999985,-6.31259582
Monthly,2011-05-31,Asia,51338225.2899999991,1.04760323
Monthly,2011-05-31,Other,-79819221.3400000036,-1.48953027
Monthly,2011-06-30,North America,248711593.599999994,4.43388795
Monthly,2011-06-30,Europe,493129671,9.49528709
Monthly,2011-06-30,Asia,201570899.5900000036,4.0532946
Monthly,2011-06-30,Other,20210250.3099999987,0.37941474
Monthly,2011-07-31,North America,3839261999.7000002861,74.88486421
Monthly,2011-07-31,Europe,1848778376.129999876,41.90469499
Monthly,2011-07-31,Asia,29033680.9199999981,0.55308736
Monthly,2011-07-31,Other,4881940,0.00793483
Monthly,2011-08-31,North America,-1216688468.0999999046,-18.45286448
Monthly,2011-08-31,Europe,1250265243.3499999046,20.47219711
Monthly,2011-08-31,Asia,80688341.6600000113,1.38437153
Monthly,2011-08-31,Other,-151138002.5500000119,-2.46296962
Monthly,2011-09-30,North America,-15734675.5999999996,-4.4876044
Monthly,2011-09-30,Europe,409401304.8499999642,-8.0530747
Monthly,2011-09-30,Asia,406812532.1200000048,7.35577383
Monthly,2011-09-30,Other,255074822.5799999833,-0.9119001
Monthly,2011-10-31,North America,806520377.1000000238,14.88849059
Monthly,2011-10-31,Europe,1067874612.6599999666,23.16159899
Monthly,2011-10-31,Asia,138165578.75,2.60117196
Monthly,2011-10-31,Other,-415282678.4700000286,-2.55964408
Monthly,2011-11-30,North America,5328848579.0900001526,93.91325264
Monthly,2011-11-30,Europe,1174638809.8100001812,16.27886581
Monthly,2011-11-30,Asia,10336016.5599999987,0.1303496
Monthly,2011-11-30,Other,-89608633.9699999988,-1.41828209
Monthly,2011-12-31,North America,-2304098610.5,-43.00948528
Monthly,2011-12-31,Europe,813583566.0300000906,20.36622156
Monthly,2011-12-31,Asia,70941709.5400000066,1.52338197
Monthly,2011-12-31,Other,-13293750,-0.11172054
Monthly,2012-01-31,North America,1550756723.8500001431,25.57626701
Monthly,2012-01-31,Europe,158001941.6299999952,-7.13505967
Monthly,2012-01-31,Asia,10655430.8599999994,0.19472629
Monthly,2012-01-31,Other,-8324958.0999999996,-0.47244318
Monthly,2012-02-29,North America,1630610160,27.95889869
Monthly,2012-02-29,Europe,165267772,-1.59619902
Monthly,2012-02-29,Asia,-3770842.6099999999,-0.1477074
Monthly,2012-02-29,Other,-52611758.799999997,-0.8001751
Monthly,2012-03-31,North America,-404422415.6000000238,-6.60457151
Monthly,2012-03-31,Europe,752809233.6000000238,23.4613835
Monthly,2012-03-31,Asia,88332417.5700000077,2.04787474
Monthly,2012-03-31,Other,-1150690,0.11696224
Monthly,2012-04-30,North America,-457674070,-8.85804281
Monthly,2012-04-30,Europe,252024154.1100000143,4.00821391
Monthly,2012-04-30,Asia,61056646.2400000021,0.71089266
Monthly,2012-04-30,Other,-29935291.0500000007,-0.9108111
Monthly,2012-05-31,North America,-584896755.6000000238,-12.55572696
Monthly,2012-05-31,Europe,-710611617.1499999762,-27.22349346
Monthly,2012-05-31,Asia,6043415.1900000004,0.31997248
Monthly,2012-05-31,Other,-53843582.3200000003,-0.70173354
Monthly,2012-06-30,North America,766910927.3999999762,13.95917433
Monthly,2012-06-30,Europe,1454691327.5899999142,29.58613815
Monthly,2012-06-30,Asia,-32029596.4999999963,-1.00849281
Monthly,2012-06-30,Other,70765570,1.22042219
Monthly,2012-07-31,North America,-1274269490,-25.53179124
Monthly,2012-07-31,Europe,748891419.3399999142,8.35678412
Monthly,2012-07-31,Asia,5016526.2800000003,0.2398881
Monthly,2012-07-31,Other,79268584.2300000042,1.19731241
Monthly,2012-08-31,North America,2319973835.0999999046,45.37208204
Monthly,2012-08-31,Europe,1225127692.6600000858,34.56026522
Monthly,2012-08-31,Asia,-11881486.1400000006,-0.33588396
Monthly,2012-08-31,Other,16467409.6399999987,0.36435008
Monthly,2012-09-30,North America,2937327782.7000002861,50.00139283
Monthly,2012-09-30,Europe,1674686968.4800000191,25.68574054
Monthly,2012-09-30,Asia,53822620.3799999952,1.07850959
Monthly,2012-09-30,Other,121779260,2.35887622
Monthly,2012-10-31,North America,1396987200,23.89399833
Monthly,2012-10-31,Europe,931309619,18.79854144
Monthly,2012-10-31,Asia,36518016,0.7034568
Monthly,2012-10-31,Other,122559797.2900000066,2.0739979
Monthly,2012-11-30,North America,1041065702.6999999285,16.31470054
Monthly,2012-11-30,Europe,819793490.9800000191,13.09749978
Monthly,2012-11-30,Asia,51983096.8500000015,0.79985321
Monthly,2012-11-30,Other,51574629.75,0.63346724
Monthly,2012-12-31,North America,363104895.6899999976,8.45606009
Monthly,2012-12-31,Europe,-223521523.849999994,1.15107946
Monthly,2012-12-31,Asia,88705513.7899999917,1.56122408
Monthly,2012-12-31,Other,26231155.0899999999,0.55718171
Monthly,2013-01-31,North America,-1021630491.3000000715,-19.72240965
Monthly,2013-01-31,Europe,-243946593.6100000143,-3.9589277
Monthly,2013-01-31,Asia,22406836.7399999984,0.60912471
Monthly,2013-01-31,Other,40419026.2400000021,0.83739958
Monthly,2013-02-28,North America,-4070848207.8000001907,-76.79816629
Monthly,2013-02-28,Europe,-1572788045.9800000191,-38.84571043
Monthly,2013-02-28,Asia,-37604287.3800000027,-1.48889706
Monthly,2013-02-28,Other,-52906208.0300000012,-1.17442304
Monthly,2013-03-31,North America,-1787590864.2000000477,-38.90756935
Monthly,2013-03-31,Europe,-475309267.9900000095,-12.19686856
Monthly,2013-03-31,Asia,8772104.8699999992,0.93574607
Monthly,2013-03-31,Other,-9364200,-0.13428268
Monthly,2013-04-30,North America,-7609494100.9000005722,-160.47098354
Monthly,2013-04-30,Europe,-1191540638.4600000381,-20.60606532
Monthly,2013-04-30,Asia,11472788.5700000003,0.10287868
Monthly,2013-04-30,Other,84120031.2600000054,1.99145198
Monthly,2013-05-31,North America,-3433355294.3999996185,-77.03204714
Monthly,2013-05-31,Europe,-2791563832.3899998665,-67.89854297
Monthly,2013-05-31,Asia,-3704006.1999999997,-0.28834173
Monthly,2013-05-31,Other,-99348225.7199999988,-2.2505759
Monthly,2013-06-30,North America,-2299481476.0999999046,-52.88824551
Monthly,2013-06-30,Europe,-1937084380.2599999905,-37.37898648
Monthly,2013-06-30,Asia,-39946351.0799999982,-1.5775566
Monthly,2013-06-30,Other,-110452747.900000006,-3.29870757
Monthly,2013-07-31,North America,-1719713542.2999999523,-44.16664247
Monthly,2013-07-31,Europe,-1156102296.8299999237,-31.50444853
Monthly,2013-07-31,Asia,88637428.0400000066,2.32541261
Monthly,2013-07-31,Other,-24101728.7100000009,-0.9129007
Monthly,2013-08-31,North America,-284468610,-8.29273145
Monthly,2013-08-31,Europe,-462983318.9200000167,-13.12321241
Monthly,2013-08-31,Asia,-120411933.7199999988,-1.40323843
Monthly,2013-08-31,Other,-21290166.4000000022,-0.67171587
Monthly,2013-09-30,North America,-604933869.1000000238,-14.00883094
Monthly,2013-09-30,Europe,-524626844.6499999762,-8.38174566
Monthly,2013-09-30,Asia,-39970187.75,-2.15522963
Monthly,2013-09-30,Other,-58564589.2300000042,-0.93538747
Monthly,2013-10-31,North America,-1695377581.4000000954,-41.09737892
Monthly,2013-10-31,Europe,-453278839.8299999833,-11.31331045
Monthly,2013-10-31,Asia,-43389990.7100000009,-1.9762403
Monthly,2013-10-31,Other,-6407111.9000000004,-0.03818958
Monthly,2013-11-30,North America,-1308395809.3000001907,-32.87865619
Monthly,2013-11-30,Europe,-556777285.6499999762,-14.34754031
Monthly,2013-11-30,Asia,-16288398.6400000006,-1.33398921
Monthly,2013-11-30,Other,-7685765.4699999997,-0.0020114
Monthly,2013-12-31,North America,-2058884424.1600000858,-52.53065971
Monthly,2013-12-31,Europe,-1603159751.1400001049,-37.71923836
Monthly,2013-12-31,Asia,-527369.3099999999,0.17243824
Monthly,2013-12-31,Other,-14815903.7599999998,-0.48372653
Monthly,2014-01-31,North America,-427550282.7000000477,-12.0560658
Monthly,2014-01-31,Europe,-472247893.1399999857,-16.27457551
Monthly,2014-01-31,Asia,-52245393.7300000042,-0.69152625
Monthly,2014-01-31,Other,-22797188.8900000006,0.0462542
Monthly,2014-02-28,North America,412534004.5,9.96710445
Monthly,2014-02-28,Europe,-74440038.6099999994,1.97992178
Monthly,2014-02-28,Asia,-35361393.1200000048,0.04358257
Monthly,2014-02-28,Other,-34521820.7599999979,-1.54731652
Monthly,2014-03-31,North America,465998750.5,9.97666747
Monthly,2014-03-31,Europe,141602618.0699999928,1.35117791
Monthly,2014-03-31,Asia,-32892442.1400000006,-0.53249237
Monthly,2014-03-31,Other,-31579868.1499999985,-0.43897264
Monthly,2014-04-30,North America,-1079124833.3000001907,-25.75185404
Monthly,2014-04-30,Europe,420907262.7900000215,12.04961105
Monthly,2014-04-30,Asia,45526219.8800000027,-1.67995251
Monthly,2014-04-30,Other,44073874.4499999955,0.88543693
Monthly,2014-05-31,North America,-110105360,-2.98589974
Monthly,2014-05-31,Europe,-141630633.8500000238,-6.17865027
Monthly,2014-05-31,Asia,-46876254.4600000009,0.2165598
Monthly,2014-05-31,Other,32386800,0.61930683
Monthly,2014-06-30,North America,301763747.2999999523,7.30692715
Monthly,2014-06-30,Europe,-407535456.3999999762,-7.80863695
Monthly,2014-06-30,Asia,-20785246,-0.08538601
Monthly,2014-06-30,Other,22913560.4899999984,0.60648076
Monthly,2014-07-31,North America,516226610.0000000596,11.17760868
Monthly,2014-07-31,Europe,99811727.7399999946,-2.50195673
Monthly,2014-07-31,Asia,-13809818.25,-0.30772531
Monthly,2014-07-31,Other,-5225960.5699999994,-0.02361392
Monthly,2014-08-31,North America,-324806170,-8.02353004
Monthly,2014-08-31,Europe,133176255.9199999869,1.7865088
Monthly,2014-08-31,Asia,-18913282.7399999984,-0.41691148
Monthly,2014-08-31,Other,-160672000,-4.01532966
Monthly,2014-09-30,North America,-1113146714.5,-29.08887203
Monthly,2014-09-30,Europe,-441649944.0500000119,-17.15873491
Monthly,2014-09-30,Asia,5216265.8000000007,0.03896681
Monthly,2014-09-30,Other,38223942.1700000018,1.04642559
Monthly,2014-10-31,North America,-1177924062.2000000477,-29.54992934
Monthly,2014-10-31,Europe,-30527823.9000000022,0.054455
Monthly,2014-10-31,Asia,12754078.0099999998,0.36771878
Monthly,2014-10-31,Other,35396893.2200000063,0.64655794
Monthly,2014-11-30,North America,-907591147.0999999046,-25.62848991
Monthly,2014-11-30,Europe,-155491790.1200000048,-6.5991561
Monthly,2014-11-30,Asia,-7157698.3300000001,-0.24777571
Monthly,2014-11-30,Other,-147790700,-3.94978542
Monthly,2014-12-31,North America,-421525997.6200000048,-11.73049034
Monthly,2014-12-31,Europe,-127663337.5600000024,-5.10813937
Monthly,2014-12-31,Asia,-13417591.120000001,-0.13497274
Monthly,2014-12-31,Other,-83458457.8200000077,-1.91207272
Monthly,2015-01-31,North America,2227947223.1399998665,54.69382915
Monthly,2015-01-31,Europe,230102359.7699999809,6.7438798
Monthly,2015-01-31,Asia,-41801262.8200000003,-1.13052828
Monthly,2015-01-31,Other,-26639600,-0.79733315
Monthly,2015-02-28,North America,485024719.3899999857,10.88637147
Monthly,2015-02-28,Europe,621126677.9799998999,12.59721142
Monthly,2015-02-28,Asia,754541.46,0.03649704
Monthly,2015-02-28,Other,-122131890,-3.16731628
Monthly,2015-03-31,North America,-1360523819.7199997902,-36.04417821
Monthly,2015-03-31,Europe,-531065549.8900000453,-17.45599462
Monthly,2015-03-31,Asia,82232279.4300000072,1.83868557
Monthly,2015-03-31,Other,-22771584.7800000012,-0.38342682
Monthly,2015-04-30,North America,109433808.6799999923,3.07519878
Monthly,2015-04-30,Europe,103301644.2399999946,6.43855445
Monthly,2015-04-30,Asia,-17257330.5899999999,-0.12426848
Monthly,2015-04-30,Other,-75614440.0200000107,-2.04523065
Monthly,2015-05-31,North America,-869802292.5,-23.03426483
Monthly,2015-05-31,Europe,194765780.099999994,3.77190904
Monthly,2015-05-31,Asia,-29415779.1999999993,-0.73151677
Monthly,2015-05-31,Other,-10490700,-0.36759052
Monthly,2015-06-30,North America,-141952494.9600000083,-3.94356169
Monthly,2015-06-30,Europe,-119107757.3799999952,-2.60896695
Monthly,2015-06-30,Asia,23261134.1999999993,0.69801242
Monthly,2015-06-30,Other,-49999524.950000003,-1.21107191
Monthly,2015-07-31,North America,-1592180715.1400001049,-45.22151865
Monthly,2015-07-31,Europe,-829939008.1499999762,-26.84146093
Monthly,2015-07-31,Asia,17277928.6799999997,0.22253696
Monthly,2015-07-31,Other,-32303787.1399999969,-1.1109363
Monthly,2015-08-31,North America,318429325.5,8.01393478
Monthly,2015-08-31,Europe,-70213987.3700000048,-2.1665266
Monthly,2015-08-31,Asia,94546450.6800000072,2.47297828
Monthly,2015-08-31,Other,-70047037.9900000095,-1.69335473
Monthly,2015-09-30,North America,126063143.1799999923,3.11722355
Monthly,2015-09-30,Europe,-221560653.4499999881,-6.4965471
Monthly,2015-09-30,Asia,-18754411.4399999976,-0.22648062
Monthly,2015-09-30,Other,178767769.1599999964,4.73434252
Monthly,2015-10-31,North America,216713410,5.5266997
Monthly,2015-10-31,Europe,196202186.9900000095,3.41536404
Monthly,2015-10-31,Asia,-10591040.4499999993,-0.38194109
Monthly,2015-10-31,Other,22017100,0.62106459
Monthly,2015-11-30,North America,-1437104160.6800000668,-41.01359422
Monthly,2015-11-30,Europe,-124495020.5899999887,-7.9063098
Monthly,2015-11-30,Asia,55688677.2399999946,1.48588495
Monthly,2015-11-30,Other,-9701249.4399999995,-0.55101851
Monthly,2015-12-31,North America,-665773039.2800000906,-19.6964242
Monthly,2015-12-31,Europe,-426494473,-9.9683046
Monthly,2015-12-31,Asia,91212966.6799999923,2.65760003
Monthly,2015-12-31,Other,-32635879.5700000003,-0.33461392
Monthly,2016-01-31,North America,2194370679.1999998093,40.11138245
Monthly,2016-01-31,Europe,594481858.1800000668,14.8566976
Monthly,2016-01-31,Asia,32730471.6399999969,1.06850611
Monthly,2016-01-31,Other,0,-0.16637141
Monthly,2016-02-29,North America,5085709568.2899999619,131.09872682
Monthly,2016-02-29,Europe,2764698190.470000267,71.25813417
Monthly,2016-02-29,Asia,207471949.599999994,5.69449071
Monthly,2016-02-29,Other,2448123.4700000002,-0.0740888
Monthly,2016-03-31,North America,1557085686.9400000572,38.02470571
Monthly,2016-03-31,Europe,1190829369.6099998951,31.74052166
Monthly,2016-03-31,Asia,253383935.25,6.19780408
Monthly,2016-03-31,Other,176689662.8000000119,4.25392719
Monthly,2016-04-30,North America,-505937521.1999999881,-12.11745327
Monthly,2016-04-30,Europe,699344672.5699999332,19.53185296
Monthly,2016-04-30,Asia,-28885746.9400000013,-1.19014095
Monthly,2016-04-30,Other,49140650,1.0272406
Monthly,2016-05-31,North America,3113511418.009999752,75.04132667
Monthly,2016-05-31,Europe,866155079.0899999142,17.5713453
Monthly,2016-05-31,Asia,149376655.0699999928,3.7472383
Monthly,2016-05-31,Other,29136259.3599999994,0.97137713
Monthly,2016-06-30,North America,3879815798.0999999046,93.14718267
Monthly,2016-06-30,Europe,1503558650.3399999142,36.23008967
Monthly,2016-06-30,Asia,85559991.0100000054,2.43832046
Monthly,2016-06-30,Other,31794639.9800000004,0.70201435
Monthly,2016-07-31,North America,912055716.8999999762,20.79344806
Monthly,2016-07-31,Europe,2024165509.0899999142,47.38088015
Monthly,2016-07-31,Asia,417482530.5200000405,9.51242422
Monthly,2016-07-31,Other,110845300,2.61685893
Monthly,2016-08-31,North America,-280655247.25,-7.85948542
Monthly,2016-08-31,Europe,1412319608.7599999905,31.37945096
Monthly,2016-08-31,Asia,6734878.7999999998,-0.03933244
Monthly,2016-08-31,Other,103771464.2699999958,2.161292
Monthly,2016-09-30,North America,303514631.8899999857,6.32732509
Monthly,2016-09-30,Europe,1482632885.7000000477,35.2977373
Monthly,2016-09-30,Asia,38155252.7699999958,0.77786155
Monthly,2016-09-30,Other,-60668733.7700000033,-1.08769123
Monthly,2016-10-31,North America,-648871.48,0.00554669
Monthly,2016-10-31,Europe,853577971.4200000763,17.80510222
Monthly,2016-10-31,Asia,250490625,5.97278047
Monthly,2016-10-31,Other,9426955.8100000005,0.17260215
Monthly,2016-11-30,North America,-3395832761.4000000954,-87.90894627
Monthly,2016-11-30,Europe,-717873720.5899999142,-23.15696447
Monthly,2016-11-30,Asia,-70836746.7399999946,-1.09071915
Monthly,2016-11-30,Other,-150849616.6399999857,-4.0095969
Monthly,2016-12-31,North America,-2558009720.8299999237,-69.59260522
Monthly,2016-12-31,Europe,-977203708.7300000191,-29.11863168
Monthly,2016-12-31,Asia,278105693.5,7.06627131
Monthly,2016-12-31,Other,-37390296.950000003,-1.48773715
Monthly,2017-01-31,North America,-691383522.8799999952,-18.23005387
Monthly,2017-01-31,Europe,1254816025.7899999619,36.80043999
Monthly,2017-01-31,Asia,24039252.3000000007,0.50016097
Monthly,2017-01-31,Other,-14648740.5099999998,-0.28217793
Monthly,2017-02-28,North America,1751342072.2999999523,43.95890961
Monthly,2017-02-28,Europe,1775858232.8699998856,42.74781838
Monthly,2017-02-28,Asia,-7067130.9300000006,-0.08287273
Monthly,2017-02-28,Other,140216728.9799999893,3.50335239
Monthly,2017-03-31,North America,-438413548.9000000358,-10.99810527
Monthly,2017-03-31,Europe,732155074.689999938,18.59526986
Monthly,2017-03-31,Asia,-288804950.7699999809,-7.1643117
Monthly,2017-03-31,Other,3548096.6600000001,0.30804661
Monthly,2017-04-30,North America,1053541803.3999999762,25.12567534
Monthly,2017-04-30,Europe,67541253.0199999958,2.87558164
Monthly,2017-04-30,Asia,-208768527.5400000215,-5.10741033
Monthly,2017-04-30,Other,16777200,0.20957658
Monthly,2017-05-31,North America,-271540115.0899999738,-7.12005678
Monthly,2017-05-31,Europe,762812644.5399999619,21.73735913
Monthly,2017-05-31,Asia,-101190069.6299999952,-2.4942112
Monthly,2017-05-31,Other,-42090639.8699999973,-0.83733826
Monthly,2017-06-30,North America,533702428.1899999976,12.59245849
Monthly,2017-06-30,Europe,367227622.3100000024,10.20259426
Monthly,2017-06-30,Asia,205318976.4699999988,4.96866773
Monthly,2017-06-30,Other,8584678.1699999999,0.36805964
Monthly,2017-07-31,North America,-2411149275.4099998474,-60.54658434
Monthly,2017-07-31,Europe,445495840.1100000143,11.93201398
Monthly,2017-07-31,Asia,4709670.04,0.16505059
Monthly,2017-07-31,Other,-39910444.2199999988,-1.27273436
Monthly,2017-08-31,North America,1317895788.5499999523,31.72226146
Monthly,2017-08-31,Europe,305534805.5200000405,7.52696172
Monthly,2017-08-31,Asia,-86445502.799999997,-2.12899802
Monthly,2017-08-31,Other,-5901517.9000000004,-0.28930025
Monthly,2017-09-30,North America,2523765853.7899999619,59.07869866
Monthly,2017-09-30,Europe,-241900723.0900000036,-7.0690901
Monthly,2017-09-30,Asia,-309300258.9599999785,-7.28616154
Monthly,2017-09-30,Other,10951538.4800000004,0.43254196
Monthly,2017-10-31,North America,-304755414.8999999762,-7.78307914
Monthly,2017-10-31,Europe,568893509.2299998999,10.51914789
Monthly,2017-10-31,Asia,17219903.2400000021,0.312054
Monthly,2017-10-31,Other,-31647181.8999999985,-0.72901971
Monthly,2017-11-30,North America,-176044354.1399999857,-5.21527477
Monthly,2017-11-30,Europe,793726161.189999938,20.71812706
Monthly,2017-11-30,Asia,919904.66,0.06172322
Monthly,2017-11-30,Other,-31486839.450000003,-0.92235112
Monthly,2017-12-31,North America,1305780382.4099998474,32.48462491
Monthly,2017-12-31,Europe,160186239.6399999857,3.72187669
Monthly,2017-12-31,Asia,589577491.8500000238,14.2145483
Monthly,2017-12-31,Other,-42824691.4900000021,-1.10914905
Monthly,2018-01-31,North America,984287236.4900000095,22.65805105
Monthly,2018-01-31,Europe,102013127.6899999976,8.89625451
Monthly,2018-01-31,Asia,-45998960.7799999937,-1.08613138
Monthly,2018-01-31,Other,-7669950.5899999999,-0.10096018
Monthly,2018-02-28,North America,-181445335.9899999797,-5.65689092
Monthly,2018-02-28,Europe,-253361964.8400000036,-8.44963812
Monthly,2018-02-28,Asia,305434807.7400000095,7.10274772
Monthly,2018-02-28,Other,-26754136.4400000013,-0.66606047
Monthly,2018-03-31,North America,851054580.4199999571,19.70088444
Monthly,2018-03-31,Europe,60517366.6000000015,0.03770298
Monthly,2018-03-31,Asia,-532497964.4400000572,-12.27635278
Monthly,2018-03-31,Other,-44682997.7299999967,-0.94944396
Monthly,2018-04-30,North America,1876400409.4600000381,43.51981606
Monthly,2018-04-30,Europe,1115247908.7699999809,21.37624408
Monthly,2018-04-30,Asia,95838020,2.141213
Monthly,2018-04-30,Other,-48073588.0799999982,-1.00582523
Monthly,2018-05-31,North America,-1206692683.9600000381,-29.63968892
Monthly,2018-05-31,Europe,1274570037.2999999523,27.15038041
Monthly,2018-05-31,Asia,854737256.7400000095,20.34040483
Monthly,2018-05-31,Other,-85030907.3299999982,-2.28426347
Monthly,2018-06-30,North America,-1861432905.7699999809,-44.41377849
Monthly,2018-06-30,Europe,59942175.6300000027,0.31826738
Monthly,2018-06-30,Asia,-226934173.4799999893,-5.5408766
Monthly,2018-06-30,Other,-98974969.3800000101,-2.01277735
Monthly,2018-07-31,North America,-987316140,-25.05086081
Monthly,2018-07-31,Europe,-294198874.719999969,-7.96972143
Monthly,2018-07-31,Asia,-204198760.0699999928,-5.12449666
Monthly,2018-07-31,Other,-28540272.75,-0.92486944
Monthly,2018-08-31,North America,-1651868695.0999999046,-44.38173046
Monthly,2018-08-31,Europe,184868249.0800000131,4.82690174
Monthly,2018-08-31,Asia,46025421.3100000024,1.21646165
Monthly,2018-08-31,Other,-47967292.0700000003,-1.494115
Monthly,2018-09-30,North America,-259543530.9999999702,-6.11726055
Monthly,2018-09-30,Europe,-399295091.5,-10.87541757
Monthly,2018-09-30,Asia,-294770152.8299999833,-7.58845619
Monthly,2018-09-30,Other,-34347498.8099999949,-0.83087739
Monthly,2018-10-31,North America,561057588.3999999762,12.37998849
Monthly,2018-10-31,Europe,633935128.3099999428,10.59313201
Monthly,2018-10-31,Asia,-261843905.849999994,-6.62136442
Monthly,2018-10-31,Other,18335641.9499999993,0.41088084
Monthly,2018-11-30,North America,361181704.1999999881,8.64115008
Monthly,2018-11-30,Europe,355726005.7099999785,9.45748164
Monthly,2018-11-30,Asia,71626963.2099999934,1.71714694
Monthly,2018-11-30,Other,-5297025.1200000001,-0.09171683
Monthly,2018-12-31,North America,1469559729.5,36.07371832
Monthly,2018-12-31,Europe,1710564539.8900001049,43.50564183
Monthly,2018-12-31,Asia,17180605.1799999997,0.37359251
Monthly,2018-12-31,Other,-39550597.3100000024,-1.04058621
Monthly,2019-01-31,North America,2221128310.5999999046,53.23349808
Monthly,2019-01-31,Europe,1056310802.2799999714,24.18097929
Monthly,2019-01-31,Asia,-4567685.1299999999,-0.1301807
Monthly,2019-01-31,Other,-2433052.21,-0.06569905
Monthly,2019-02-28,North America,-1197843821.0999999046,-29.18239717
Monthly,2019-02-28,Europe,-31038397.8300000019,-1.83321686
Monthly,2019-02-28,Asia,-146333973.5799999833,-3.42632313
Monthly,2019-02-28,Other,-5701635.5300000003,-0.1781451
Monthly,2019-03-31,North America,111305369.299999997,2.66430593
Monthly,2019-03-31,Europe,17356114.4499999993,-1.2595289
Monthly,2019-03-31,Asia,-49805834.0799999982,-1.2288422
Monthly,2019-03-31,Other,6450020.29,0.16219498
Monthly,2019-04-30,North America,-1895678737.0399999619,-46.1254985
Monthly,2019-04-30,Europe,-320706719,-10.22530806
Monthly,2019-04-30,Asia,-112095015.7800000012,-2.7272889
Monthly,2019-04-30,Other,-8970751.5899999999,-0.20792265
Monthly,2019-05-31,North America,-553817519,-13.58359214
Monthly,2019-05-31,Europe,735586382.6499999762,17.8860103
Monthly,2019-05-31,Asia,-172505737.8199999928,-4.17176072
Monthly,2019-05-31,Other,-22884325.1499999985,-0.61487211
Monthly,2019-06-30,North America,2831487350,63.99489305
Monthly,2019-06-30,Europe,2812071369.1800003052,66.69759336
Monthly,2019-06-30,Asia,104286692.700000003,2.40670495
Monthly,2019-06-30,Other,15414712.9500000011,0.32787522
Monthly,2019-07-31,North America,2078268677.6199998856,43.25893892
Monthly,2019-07-31,Europe,688047261.25,11.7053027
Monthly,2019-07-31,Asia,34787536.0700000003,0.87250246
Monthly,2019-07-31,Other,79515227.1400000006,1.6993031
Monthly,2019-08-31,North America,3773166511.9000000954,78.11470335
Monthly,2019-08-31,Europe,1775057388.1099998951,35.04067575
Monthly,2019-08-31,Asia,484968540.9399999976,9.99894329
Monthly,2019-08-31,Other,222471563.8700000048,4.5913807
Monthly,2019-09-30,North America,3027767024.5,61.23081258
Monthly,2019-09-30,Europe,640515552.1599999666,11.3057604
Monthly,2019-09-30,Asia,166190094.6899999976,3.1217266
Monthly,2019-09-30,Other,85315245.6700000018,1.43355348
Monthly,2019-10-31,North America,581939606.9299999475,13.08241319
Monthly,2019-10-31,Europe,1234629292.8400001526,28.45706777
Monthly,2019-10-31,Asia,-2335164.1899999999,-0.40787711
Monthly,2019-10-31,Other,34046827.6399999931,0.72032182
Monthly,2019-11-30,North America,-731735774.0999999046,-16.7265268
Monthly,2019-11-30,Europe,-563797371.9599999189,-14.64039331
Monthly,2019-11-30,Asia,-119320785.349999994,-2.54256561
Monthly,2019-11-30,Other,143117323.2800000012,3.00484576
Monthly,2019-12-31,North America,-20531094.129999999,-1.29795499
Monthly,2019-12-31,Europe,691509807.2400000095,17.07248151
Monthly,2019-12-31,Asia,-88045653.5300000012,-1.83661893
Monthly,2019-12-31,Other,-13621638.3899999987,-0.24998388
Monthly,2020-01-31,North America,1441077291.0999999046,29.22613069
Monthly,2020-01-31,Europe,1728151444.1600000858,33.92402625
Monthly,2020-01-31,Asia,-35891608.6199999973,-0.85028631
Monthly,2020-01-31,Other,34604298.9899999946,0.54450598
Monthly,2020-02-29,North America,2274207859.9299998283,42.21832159
Monthly,2020-02-29,Europe,1969585648.4500000477,35.29844928
Monthly,2020-02-29,Asia,443082573.3999999762,7.9771687
Monthly,2020-02-29,Other,44478377.3900000006,0.70159295
Monthly,2020-03-31,North America,3186104513.5899996758,57.04327428
Monthly,2020-03-31,Europe,4540327506.4799995422,83.38891219
Monthly,2020-03-31,Asia,322717185.3199999928,6.74027615
Monthly,2020-03-31,Other,248698407.7600000203,4.69440087
Monthly,2020-04-30,North America,7910762686.6899995804,144.24116375
Monthly,2020-04-30,Europe,1393302158.0699999332,26.02830124
Monthly,2020-04-30,Asia,412956958.5899999738,8.53220033
Monthly,2020-04-30,Other,171657082.6399999857,3.04343313
Monthly,2020-05-31,North America,5619185401.6099996567,102.19053083
Monthly,2020-05-31,Europe,2479314721.6300001144,45.72251013
Monthly,2020-05-31,Asia,225157458.5200000107,4.46179641
Monthly,2020-05-31,Other,135821077.9600000083,2.64363402
Monthly,2020-06-30,North America,4623277310,83.14182435
Monthly,2020-06-30,Europe,711924116.7400000095,14.6369633
Monthly,2020-06-30,Asia,-122690447.1899999976,-4.51468682
Monthly,2020-06-30,Other,150148255.369999975,2.9814232
Monthly,2020-07-31,North America,7040827666.2700004578,117.60052236
Monthly,2020-07-31,Europe,2175270205.4200000763,44.17365883
Monthly,2020-07-31,Asia,368260595.8899999857,5.47720408
Monthly,2020-07-31,Other,232043026.2300000191,3.56447565
